HiggsM,DNN_score,DPhi_jj,OO1
124456.75,0.60121244,0.12766749,0.034830365
120523.266,-3.3622823,2.2907877,-0.0006685966
132945.69,-0.5670583,0.8442068,-0.10716312
132222.06,-2.0629628,2.7661052,0.14119337
131871.16,-1.0668999,0.9974787,-0.43342197
123593.73,0.0011548286,1.8078573,-0.51882035
124232.516,-2.7654614,3.0159287,1.2193248
122808.74,-2.8079276,2.3096838,-0.51001525
130985.234,-2.289505,3.022611,0.15822516
131696.28,-2.2378337,1.4298437,0.15441251
125486.74,-2.1229138,1.0350316,0.07341644
129591.92,-1.0444355,2.1028607,0.04330863
123708.09,-2.6983101,1.2543045,-0.3109106
115646.77,-1.3243357,2.7498758,-1.9924973
116828.875,-1.7668824,0.61706805,0.07644539
128350.266,-3.1667693,0.4279338,-0.0038037214
133846.1,-2.4690106,2.858756,0.009989246
120886.57,-1.9372991,1.1077067,-0.20633934
115763.3,-1.8601593,1.4537876,-0.11403184
